,composer,file_path,maxNotes,avgDist,avgTime,maxVel,avgVel
10,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_15_Track15_wav.midi,9,13.882314481856817,0.06251064141331575,126,70.1299444262831
11,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--5.midi,10,13.54405948425882,0.06479435281864683,117,74.65622528080999
12,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_06_WAV.midi,5,11.980038022813687,0.10760382010456256,83,44.036121673003805
13,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2008/MIDI-Unprocessed_01_R1_2008_01-04_ORIG_MID--AUDIO_01_R1_2008_wav--3.midi,7,7.6213235294117645,0.16499734659488846,116,57.450630252100844
14,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2006/MIDI-Unprocessed_12_R1_2006_01-08_ORIG_MID--AUDIO_12_R1_2006_02_Track02_wav.midi,7,12.825577663671373,0.06305367792575885,100,58.394255455712454
15,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--4.midi,8,12.933344092963202,0.06415093070798333,106,57.52630729502905
16,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--2.midi,7,12.931028938906753,0.0643289874732043,116,63.39662379421222
17,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--4.midi,8,12.921657494334736,0.08199778110499699,109,62.332793784396245
18,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--2.midi,7,12.158127767235927,0.07946208557347698,114,68.78916297701876
19,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_11_R1_2018_wav--2.midi,7,12.044409448818898,0.08547093722659747,120,68.05469816272966
20,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2018/MIDI-Unprocessed_Chamber6_MID--AUDIO_20_R3_2018_wav--2.midi,9,12.179397553202426,0.05285598934237943,121,65.49110722730543
21,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--4.midi,8,12.717857142857143,0.06278878348214206,119,70.30821428571429
22,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_12_Track12_wav.midi,9,10.8303618946248,0.07103983723611872,116,67.99427887174029
23,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--2.midi,8,11.044435705859222,0.045590837593393545,111,65.51199370821864
24,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_04_WAV.midi,11,11.073830594184576,0.06465806731984752,115,70.47964601769911
25,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2009/MIDI-Unprocessed_19_R1_2009_03-04_ORIG_MID--AUDIO_19_R1_2009_19_R1_2009_04_WAV.midi,9,11.103736089030207,0.07236429904168792,125,66.9572072072072
26,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--4.midi,10,11.424027372956532,0.060934397837197785,126,73.94842225319985
27,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--6.midi,9,10.82641065830721,0.07446892823711246,123,70.34417450365726
28,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_22_R1_2014_wav--4.midi,10,11.048445050179655,0.06679166408540795,122,69.55718002725808
29,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_04_Track04_wav.midi,7,10.35827850877193,0.07140292340551949,114,62.96326754385965
30,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2006/MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_03_Track03_wav.midi,8,9.95435791645178,0.07734233980144413,126,71.29886539453327
31,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_08_WAV.midi,10,9.96231527093596,0.08448211720032839,114,61.83571428571429
32,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--1.midi,7,10.554087530966143,0.06072661482704859,108,59.53619598128269
33,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--3.midi,7,11.928320802005013,0.1366743682121972,108,59.0531328320802
34,Alexander Scriabin,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--4.midi,7,12.84963196635121,0.08952153800093503,116,67.34980722046969
35,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--4.midi,10,7.587098886705959,0.058164838463217634,126,59.72560576293386
36,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2013/ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_18_R3_2013_wav--2.midi,9,9.804738795318299,0.10099583541488363,108,56.63845275478162
37,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--3.midi,8,9.471867007672634,0.0755541346973568,126,70.13746803069054
38,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--3.midi,5,10.493358633776092,0.08768349409656313,100,52.49335863377609
39,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--4.midi,6,10.958419958419958,0.17315272002772003,114,56.04158004158004
40,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--3.midi,8,12.898078529657477,0.06431138610414965,111,64.77944862155388
41,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_03_Track03_wav.midi,7,8.793086234868339,0.0761002953533836,118,55.13041307874703
42,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_09_R1_2014_wav--4.midi,8,9.807811691670977,0.07535579949129152,120,53.62635799275737
43,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_02_WAV.midi,8,7.683491062039958,0.09002174246407284,107,53.76866456361724
44,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_04_WAV.midi,9,14.247226074895977,0.05084490941400813,116,62.617198335644936
45,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_03_WAV.midi,3,2.9791976225854384,0.03702037673353142,102,57.705052005943536
46,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2008/MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--2.midi,6,3.340978593272171,0.04515183008409783,118,61.07645259938838
47,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_12_Track12_wav--1.midi,5,7.9699525566684235,0.05281639869970105,109,58.5065893516078
48,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2006/MIDI-Unprocessed_18_R1_2006_01-05_ORIG_MID--AUDIO_18_R1_2006_02_Track02_wav.midi,7,7.139926000672721,0.05643981598273337,115,60.25361587621931
49,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2006/MIDI-Unprocessed_14_R1_2006_01-05_ORIG_MID--AUDIO_14_R1_2006_03_Track03_wav.midi,8,8.362012544314153,0.05241728734887675,126,63.012953367875646
50,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_08_R1_2004_03_ORIG_MID--AUDIO_08_R1_2004_03_Track03_wav.midi,8,9.379167386422525,0.08328079115564126,108,48.62653307997927
51,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--4.midi,9,9.519795313762456,0.09296692645210654,112,59.80056558039321
52,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2006/MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_02_Track02_wav.midi,8,8.835938785584993,0.08345053583182407,119,59.821128846470295
53,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2009/MIDI-Unprocessed_15_R1_2009_03-06_ORIG_MID--AUDIO_15_R1_2009_15_R1_2009_03_WAV.midi,8,9.628335625859698,0.05697232490829833,111,56.44621733149931
54,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--4.midi,7,9.134224863793957,0.08751238236750862,99,56.98018821198613
55,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital20_MID--AUDIO_20_R1_2018_wav--3.midi,8,9.118785975928834,0.049066033999070155,122,49.89447060875632
56,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--5.midi,6,8.364542541829833,0.045594703037854366,104,60.12637949448202
57,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2011/MIDI-Unprocessed_04_R3_2011_MID--AUDIO_R3-D2_05_Track05_wav.midi,6,7.271794871794872,0.054981780372405545,111,59.0974358974359
58,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_10_Track10_wav.midi,10,9.686421757661863,0.05392110225965813,117,71.0292267099655
59,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--6.midi,7,9.59063702436939,0.061556699355137606,115,65.89333048311244
60,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--4.midi,10,9.836316583998276,0.05546363938609776,126,70.87427215872331
61,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--3.midi,8,9.780477498415381,0.05904189995774326,120,61.442848087893516
62,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--4.midi,8,9.653813011632916,0.05657582938388733,113,59.131624299870744
63,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--4.midi,8,9.89198312236287,0.05425099991209585,126,64.80928270042195
64,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--2.midi,8,9.669421487603305,0.06699727828989178,106,60.10998092816275
65,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2008/MIDI-Unprocessed_05_R1_2008_01-04_ORIG_MID--AUDIO_05_R1_2008_wav--3.midi,7,11.636265320836337,0.12069946377072807,97,50.891852919971164
66,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_12_R2_2015_wav--3.midi,9,9.072945410917816,0.060368676264745506,115,66.43575284943012
67,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2008/MIDI-Unprocessed_04_R2_2008_01-04_ORIG_MID--AUDIO_04_R2_2008_wav--1.midi,8,6.9339502233567325,0.06384695410550935,126,59.14486279514997
68,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital16_MID--AUDIO_16_R1_2018_wav--3.midi,7,9.013661202185792,0.1901433003187615,81,40.67486338797814
69,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018_wav--3.midi,9,13.35409377186844,0.08206860858409128,96,48.881735479356195
70,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--5.midi,6,7.342461340206185,0.07235791183419253,118,61.86082474226804
71,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_08_Track08_wav.midi,8,9.830099941211053,0.14692276601998963,111,55.606114050558496
72,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_09_Track09_wav.midi,7,7.09414504324684,0.07075986915058807,113,60.953426480372585
73,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--2.midi,9,10.787784679089027,0.1272617969289165,115,54.02277432712215
74,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_08_R1_2014_wav--2.midi,11,7.806053390149142,0.10859071468855451,121,57.46628650206793
75,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--4.midi,7,6.414241486068112,0.07929437564499434,104,51.50959752321982
76,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--3.midi,9,12.63387210119466,0.12057401469899255,108,49.41040056219255
77,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2006/MIDI-Unprocessed_04_R1_2006_01-04_ORIG_MID--AUDIO_04_R1_2006_02_Track02_wav.midi,9,7.763503799548162,0.08166394429896716,121,61.54148695830766
78,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2006/MIDI-Unprocessed_03_R1_2006_01-05_ORIG_MID--AUDIO_03_R1_2006_04_Track04_wav.midi,7,9.885692068429238,0.06677243984361449,108,60.76321928460342
79,Claude Debussy,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2006/MIDI-Unprocessed_05_R1_2006_01-05_ORIG_MID--AUDIO_05_R1_2006_02_Track02_wav.midi,7,9.091241543243738,0.06412825889864093,115,58.65916986652039
80,Domenico Scarlatti,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2008/MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--3.midi,5,9.584278768233387,0.05594632124527292,85,57.974878444084275
81,Domenico Scarlatti,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2008/MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--2.midi,8,11.817460317460318,0.06678270266439913,98,69.2358276643991
82,Domenico Scarlatti,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2008/MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--1.midi,4,9.991913746630727,0.0802038877657982,84,51.3737646001797
83,Domenico Scarlatti,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_01_R1_2014_wav--2.midi,4,9.970297029702971,0.15949102722772254,82,49.988118811881186
84,Domenico Scarlatti,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2009/MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_04_WAV.midi,4,10.701323251417769,0.07649883165301417,90,52.449905482041586
85,Domenico Scarlatti,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2009/MIDI-Unprocessed_01_R1_2009_01-04_ORIG_MID--AUDIO_01_R1_2009_01_R1_2009_01_WAV.midi,6,9.168711656441717,0.055695349778459594,89,59.43456032719836
86,Domenico Scarlatti,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--3.midi,6,8.952575633687653,0.08321409103297887,87,50.50204415372036
87,Domenico Scarlatti,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--1.midi,6,9.272888363851152,0.07489401826146884,90,55.60070880094507
88,Domenico Scarlatti,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_02_WAV.midi,8,9.140995260663507,0.12081142624407573,86,55.1042654028436
89,Domenico Scarlatti,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2014/MIDI-UNPROCESSED_19-21_R3_2014_MID--AUDIO_21_R3_2014_wav--1.midi,5,7.2457081545064375,0.08270674065629473,98,62.51984978540773
90,Domenico Scarlatti,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2009/MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_03_WAV.midi,6,9.257847533632287,0.06720837420590428,103,66.78195067264573
91,Domenico Scarlatti,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--2.midi,4,12.15358361774744,0.10622089199374268,103,68.19965870307168
92,Domenico Scarlatti,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--1.midi,4,9.093500570125428,0.07224112742303314,102,71.0285062713797
93,Domenico Scarlatti,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_01_R1_2014_wav--1.midi,6,8.103197674418604,0.0680594037669573,104,69.45930232558139
94,Domenico Scarlatti,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2009/MIDI-Unprocessed_01_R1_2009_01-04_ORIG_MID--AUDIO_01_R1_2009_01_R1_2009_02_WAV.midi,10,9.168488160291439,0.055776127049180314,105,66.0924408014572
95,Domenico Scarlatti,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2014/MIDI-UNPROCESSED_19-21_R3_2014_MID--AUDIO_21_R3_2014_wav--2.midi,4,8.020408163265307,0.081700484470104,107,69.52685284640172
96,Domenico Scarlatti,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--2.midi,4,11.800751879699249,0.061584625626566226,101,73.79636591478696
97,Domenico Scarlatti,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2009/MIDI-Unprocessed_02_R1_2009_01-02_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_01_WAV.midi,5,8.45813539192399,0.054202118282362904,92,61.30567102137767
98,Domenico Scarlatti,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R2_2008_01-05_ORIG_MID--AUDIO_10_R2_2008_wav--2.midi,5,11.40225988700565,0.0680003825329566,101,67.0858757062147
99,Domenico Scarlatti,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--3.midi,5,11.98729792147806,0.06692197122786753,102,70.55658198614319
100,Domenico Scarlatti,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_04_R1_2014_wav--1.midi,3,7.526060606060606,0.07451704545454552,88,61.983636363636364
101,Domenico Scarlatti,/content/drive/MyDrive/Colab Notebooks/Machine Learning/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--6.midi,4,9.758833063209076,0.046807891004862184,99,68.909886547812
